employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
7968,Procurement,region_13,,f,other,1,36,5.0,8,1,0,67,1
613,Technoogy,region_13,Bachelor's,m,sourcing,1,44,1.0,12,0,0,79,0
3942,Technoogy,region_15,Master's & above,m,other,1,38,3.0,4,0,0,81,0
68384,Opperations,region_29,Bachelor's,m,other,1,34,3.0,7,0,0,62,0
32650,Sales & Markting,region_25,,m,other,1,26,2.0,2,0,0,65,1
1623,Sales & Markting,region_24,,f,other,1,33,3.0,9,0,0,54,0
12478,Sales & Markting,region_7,Bachelor's,m,sourcing,1,32,3.0,8,0,0,50,0
39101,Sales & Markting,region_28,Bachelor's,m,other,1,31,1.0,6,0,0,49,0
18375,,region_7,Bachelor's,m,other,1,31,5.0,7,1,0,62,0
8,Sales & Markting,region_7,,m,other,1,42,5.0,6,1,0,52,0
57263,Analytics,region_21,Bachelor's,m,other,1,28,5.0,6,1,0,89,0
60959,Opperations,region_22,Bachelor's,m,other,1,40,4.0,4,1,0,56,0
70689,Analytics,region_22,Bachelor's,m,other,2,29,3.0,4,1,0,85,0
18193,Procurement,region_22,Bachelor's,m,sourcing,3,37,4.0,11,0,0,67,0
12587,Procurement,region_31,Bachelor's,f,sourcing,1,38,1.0,5,0,0,70,0
14645,Sales & Markting,region_2,Bachelor's,m,other,1,34,3.0,8,0,0,51,0
75162,Opperations,region_19,Bachelor's,f,other,1,39,3.0,6,0,0,57,0
50508,Procurement,region_2,Bachelor's,f,other,1,33,3.0,8,1,0,74,1
40269,Analytics,region_27,Bachelor's,m,sourcing,1,32,3.0,7,0,0,87,0
999,Opperations,region_21,Bachelor's,,other,1,27,5.0,4,0,0,63,0
30603,Finance,region_2,,m,other,1,28,3.0,3,0,0,61,0
16025,Opperations,region_17,Master's & above,f,other,1,36,1.0,6,0,0,64,0
36069,Opperations,region_13,Bachelor's,f,other,1,35,4.0,7,0,0,62,0
17793,Finance,region_22,Bachelor's,,other,1,26,4.0,2,1,0,63,0
7599,Sales & Markting,region_7,Master's & above,m,sourcing,1,34,5.0,3,0,0,54,0
15726,HR,region_2,Below Secondary,f,referred,1,24,,1,0,0,51,0
1073,Opperations,region_26,Bachelor's,m,sourcing,1,26,4.0,3,0,0,60,0
72445,Opperations,region_15,Bachelor's,m,other,2,34,5.0,6,1,0,59,0
26124,Opperations,region_31,,m,other,1,30,4.0,5,0,0,56,0
16954,Finance,region_4,Bachelor's,m,sourcing,1,29,2.0,5,1,0,61,0
60195,Opperations,region_2,Master's & above,,sourcing,1,34,3.0,4,0,0,61,0
12844,,region_22,Master's & above,f,other,4,33,5.0,2,1,0,60,1
13545,Legal,region_25,Bachelor's,m,other,1,29,,1,0,0,62,0
26628,Analytics,region_28,Master's & above,m,other,1,34,5.0,3,0,0,88,0
66437,Procurement,region_13,Master's & above,m,other,1,50,3.0,2,0,0,70,0
67176,Opperations,region_22,Master's & above,m,sourcing,1,38,5.0,7,1,0,65,0
48026,Sales & Markting,region_5,Master's & above,m,other,3,42,3.0,3,0,0,48,0
72330,Technoogy,region_29,Bachelor's,f,other,1,29,3.0,6,0,0,82,0
33663,Analytics,region_15,Bachelor's,m,other,2,37,5.0,9,1,0,83,0
14866,Analytics,region_34,Bachelor's,m,other,1,36,3.0,4,0,0,84,0
74718,Analytics,region_7,Bachelor's,m,other,1,30,,1,1,0,84,0
32903,Sales & Markting,region_7,Bachelor's,m,sourcing,1,38,2.0,12,0,0,42,0
53741,Opperations,region_8,Master's & above,m,sourcing,1,44,4.0,7,1,0,57,0
24666,,region_2,Master's & above,m,sourcing,2,37,1.0,6,0,0,49,0
38506,Procurement,region_27,Master's & above,f,sourcing,1,36,,4,0,0,64,0
43416,Analytics,region_29,Bachelor's,m,sourcing,1,29,5.0,3,0,0,83,0
74844,Procurement,region_15,,f,sourcing,1,37,5.0,7,1,0,65,0
20140,Finance,region_7,Master's & above,m,sourcing,1,34,4.0,4,1,0,54,1
44022,HR,region_27,Bachelor's,m,other,1,31,5.0,6,0,0,52,0
30230,Finance,region_7,Master's & above,,sourcing,1,39,4.0,5,0,0,62,0
37322,Analytics,region_22,Bachelor's,m,sourcing,1,32,4.0,6,1,0,78,0
21291,Analytics,region_31,Bachelor's,m,sourcing,2,35,4.0,10,0,0,83,0
14218,Sales & Markting,region_28,Bachelor's,f,other,1,34,,8,0,0,46,0
32071,Opperations,region_2,Bachelor's,f,sourcing,1,37,3.0,7,0,0,60,0
60425,,region_13,Bachelor's,m,other,1,33,3.0,6,0,0,71,0
67833,Sales & Markting,region_20,Bachelor's,,sourcing,1,34,3.0,10,0,0,49,0
72540,Sales & Markting,region_14,,m,other,1,36,,7,0,0,45,0
27198,R&D,region_2,Bachelor's,,other,1,33,1.0,6,1,0,84,0
47536,Technoogy,region_2,Master's & above,f,sourcing,1,31,4.0,4,0,0,80,0
70102,Finance,region_22,Bachelor's,m,other,1,26,4.0,2,0,0,62,0
14445,Technoogy,region_2,Bachelor's,m,referred,2,37,,10,1,0,83,0
56624,Procurement,region_16,,m,other,1,36,3.0,4,0,0,66,0
44064,Technoogy,region_11,Master's & above,,sourcing,1,40,2.0,7,0,0,79,0
25170,Opperations,region_7,Bachelor's,m,sourcing,1,54,3.0,3,0,0,53,0
70550,Analytics,region_22,Bachelor's,f,sourcing,1,27,4.0,4,1,1,84,1
252,Analytics,region_22,Bachelor's,,other,1,29,5.0,3,1,0,89,0
43832,Sales & Markting,region_27,Bachelor's,m,other,1,33,3.0,2,0,0,46,0
1475,Sales & Markting,region_20,Master's & above,,other,1,38,3.0,3,1,0,47,0
55712,Technoogy,region_26,Bachelor's,f,other,2,30,3.0,3,0,0,82,0
74936,Finance,region_2,Bachelor's,f,other,2,48,3.0,4,0,0,60,0
43914,Sales & Markting,region_2,Bachelor's,m,other,1,29,2.0,4,1,0,46,0
46800,Technoogy,region_15,Master's & above,m,sourcing,1,46,3.0,17,0,0,79,0
9003,Sales & Markting,region_13,Bachelor's,m,other,2,46,1.0,14,0,0,46,0
51078,Opperations,region_14,Bachelor's,m,other,1,36,5.0,7,1,0,62,0
52053,R&D,region_22,Bachelor's,m,sourcing,1,41,5.0,10,1,0,86,0
50910,Technoogy,region_26,Bachelor's,m,other,2,31,3.0,5,0,0,80,0
6913,,region_7,Master's & above,m,other,1,33,4.0,5,0,0,81,0
18846,Procurement,region_7,Bachelor's,f,sourcing,1,28,3.0,2,0,0,66,0
28991,Sales & Markting,region_16,Bachelor's,f,other,1,34,3.0,7,0,0,51,0
28524,Sales & Markting,region_7,Bachelor's,m,other,1,37,2.0,5,0,0,49,0
42988,Sales & Markting,region_26,Bachelor's,m,sourcing,1,34,1.0,8,0,0,48,0
70089,Analytics,region_22,,m,other,2,28,3.0,2,1,0,86,0
29794,Opperations,region_13,Bachelor's,,other,1,31,3.0,2,0,0,59,0
17927,Sales & Markting,region_2,Bachelor's,f,other,1,49,3.0,8,1,1,92,1
39913,Procurement,region_13,Master's & above,m,sourcing,1,41,3.0,4,1,0,69,1
58449,Opperations,region_29,Bachelor's,m,sourcing,1,28,4.0,4,0,0,59,0
76300,Sales & Markting,region_23,Bachelor's,m,other,1,32,2.0,8,0,0,51,0
63231,Opperations,region_19,Master's & above,m,sourcing,1,45,3.0,4,0,0,54,0
24314,Sales & Markting,region_28,Master's & above,m,other,2,33,1.0,7,0,0,50,0
16020,HR,region_2,Master's & above,m,other,1,46,,7,0,0,51,0
12356,Sales & Markting,region_31,Bachelor's,m,other,2,33,3.0,7,0,0,46,0
72933,Sales & Markting,region_31,Bachelor's,m,sourcing,1,38,5.0,7,0,0,55,0
14229,Opperations,region_22,Master's & above,m,sourcing,2,43,3.0,6,0,0,58,0
11554,HR,region_2,Master's & above,m,other,1,44,3.0,3,0,0,46,0
6435,Opperations,region_21,Bachelor's,f,other,1,34,3.0,3,0,0,61,0
15119,Finance,region_15,Bachelor's,m,sourcing,1,34,1.0,8,0,0,57,0
858,Analytics,region_7,Master's & above,m,sourcing,1,50,3.0,16,0,0,90,0
46761,Opperations,region_2,Master's & above,m,other,2,44,3.0,15,0,0,57,0
34352,Opperations,region_4,Master's & above,f,sourcing,1,33,2.0,4,0,0,60,0
67767,Opperations,region_26,Bachelor's,f,other,1,27,5.0,2,1,0,56,0
5357,Opperations,region_2,Bachelor's,m,other,1,39,4.0,4,1,0,54,0
2896,Technoogy,region_7,Bachelor's,m,other,2,30,3.0,2,0,0,79,0
53407,Opperations,region_20,Bachelor's,m,other,1,29,1.0,5,0,0,60,0
57629,Technoogy,region_26,Bachelor's,f,sourcing,1,30,1.0,6,0,0,81,0
73705,Technoogy,region_22,Bachelor's,,other,2,28,,1,1,0,81,0
3878,Finance,region_13,Bachelor's,m,other,1,36,3.0,4,0,0,70,1
8784,Sales & Markting,region_2,Bachelor's,f,sourcing,1,55,2.0,6,0,0,53,0
69111,,region_2,Bachelor's,m,other,1,36,5.0,5,0,0,91,1
51728,Opperations,region_13,Bachelor's,f,other,1,42,3.0,5,0,0,64,0
48236,,region_30,Bachelor's,m,other,1,30,3.0,2,0,0,48,0
43298,Opperations,region_20,Bachelor's,f,other,1,32,3.0,6,1,0,60,0
46976,Technoogy,region_7,Bachelor's,m,referred,1,29,,1,0,0,81,0
38755,Technoogy,region_33,Bachelor's,f,other,2,32,3.0,6,0,0,77,0
27265,Opperations,region_8,Bachelor's,,other,1,24,1.0,3,0,0,57,0
3443,Technoogy,region_23,Master's & above,m,other,1,49,2.0,17,1,0,78,1
16746,,region_22,Master's & above,f,other,2,32,4.0,7,1,1,48,0
64787,Procurement,region_2,Master's & above,m,sourcing,3,53,3.0,12,0,0,65,0
28128,Analytics,region_22,Bachelor's,f,sourcing,1,29,4.0,2,0,0,85,0
77261,Sales & Markting,region_22,Master's & above,m,other,1,38,1.0,6,0,0,50,0
59985,Analytics,region_30,Bachelor's,m,sourcing,1,31,3.0,6,1,0,82,0
62897,Sales & Markting,region_20,Bachelor's,m,other,1,27,5.0,4,1,0,52,0
55202,Sales & Markting,region_12,Bachelor's,m,other,2,26,1.0,5,0,0,47,0
38469,Technoogy,region_7,Bachelor's,m,sourcing,2,43,3.0,6,0,0,81,0
73538,R&D,region_2,,m,sourcing,1,27,3.0,3,0,0,85,0
5168,Finance,region_7,Below Secondary,m,other,1,25,,2,0,0,61,0
56431,Legal,region_2,Bachelor's,m,other,2,44,5.0,13,0,0,58,0
13739,Analytics,region_13,Master's & above,m,other,1,32,4.0,8,0,0,88,0
51157,HR,region_2,Bachelor's,f,other,1,53,3.0,15,0,0,52,0
2472,,region_34,Bachelor's,m,other,1,34,5.0,6,0,0,55,0
20549,Opperations,region_2,Bachelor's,m,other,1,37,3.0,4,0,0,59,0
35772,Procurement,region_2,Master's & above,f,other,1,35,5.0,3,0,0,78,1
6542,Sales & Markting,region_31,Master's & above,m,other,1,37,4.0,5,0,0,52,0
38075,Sales & Markting,region_26,Bachelor's,m,other,1,23,,1,1,0,48,0
23227,Sales & Markting,region_2,Bachelor's,m,other,1,50,3.0,17,0,0,50,0
65790,Opperations,region_31,Bachelor's,m,sourcing,1,32,,1,0,0,63,0
36661,Sales & Markting,region_12,Bachelor's,m,sourcing,1,31,1.0,4,1,0,51,0
11994,Analytics,region_27,Bachelor's,m,other,2,37,4.0,5,0,0,86,0
55691,,region_22,Bachelor's,m,other,4,29,2.0,6,0,0,54,0
8410,Opperations,region_2,Bachelor's,m,sourcing,1,51,3.0,15,0,0,60,0
15082,Analytics,region_15,Master's & above,m,other,1,32,5.0,7,0,0,84,0
57385,Analytics,region_22,Bachelor's,f,other,2,27,3.0,2,1,0,82,0
63310,Sales & Markting,region_31,Bachelor's,m,sourcing,1,31,5.0,6,0,0,49,0
48432,Sales & Markting,region_2,Bachelor's,m,other,2,50,3.0,5,0,0,46,0
50102,Technoogy,region_27,Bachelor's,m,sourcing,1,31,1.0,3,0,0,85,0
72508,Analytics,region_7,Bachelor's,m,sourcing,1,25,,2,0,0,78,0
42713,Technoogy,region_24,Master's & above,f,sourcing,1,30,3.0,6,0,0,82,0
14135,,region_2,Master's & above,f,other,2,37,4.0,5,1,0,74,0
9309,Opperations,region_22,Bachelor's,f,sourcing,1,30,4.0,2,1,1,59,0
71249,Sales & Markting,region_13,Bachelor's,m,sourcing,1,33,4.0,4,1,0,46,0
29837,,region_7,Bachelor's,m,sourcing,1,32,5.0,5,1,0,81,1
51019,HR,region_31,Bachelor's,,other,1,29,5.0,8,1,0,49,0
22963,Sales & Markting,region_23,Bachelor's,m,other,1,33,4.0,7,1,0,51,0
72709,Analytics,region_6,Bachelor's,m,other,2,33,3.0,5,0,0,84,0
26864,Opperations,region_2,,f,other,1,40,,6,0,0,63,0
48040,Technoogy,region_12,Bachelor's,f,other,1,25,,1,0,0,75,0
41494,Sales & Markting,region_15,,m,sourcing,1,33,3.0,8,0,0,48,0
27693,Technoogy,region_31,Bachelor's,f,other,2,31,1.0,6,0,0,80,0
54,Procurement,region_7,Bachelor's,m,sourcing,1,43,3.0,3,0,0,70,0
17264,Opperations,region_8,Master's & above,f,sourcing,1,37,4.0,11,1,0,63,0
74802,Finance,region_2,Bachelor's,m,sourcing,1,27,,5,0,0,59,0
40469,Procurement,region_13,Master's & above,m,other,1,40,2.0,5,0,0,69,0
25641,Technoogy,region_2,Bachelor's,m,other,1,40,3.0,5,1,0,82,0
20156,Sales & Markting,region_20,Bachelor's,m,other,1,27,5.0,3,0,0,49,0
69368,Opperations,region_27,Master's & above,m,other,1,47,,13,0,0,60,0
32492,Opperations,region_22,Bachelor's,m,other,1,30,3.0,3,1,0,62,0
71773,Sales & Markting,region_32,Bachelor's,,other,1,28,3.0,3,1,0,52,0
57279,Opperations,region_2,Bachelor's,m,other,1,26,5.0,3,1,0,59,0
23342,,region_26,,m,other,1,27,,1,0,0,70,0
35702,HR,region_2,Bachelor's,,other,2,28,3.0,2,0,0,47,0
40261,HR,region_16,Below Secondary,m,sourcing,1,22,5.0,2,1,0,48,0
69209,Opperations,region_2,Bachelor's,f,sourcing,1,54,4.0,13,0,0,60,0
20925,Finance,region_16,Bachelor's,m,other,2,25,5.0,3,0,0,61,0
41730,Technoogy,region_2,,m,other,1,52,5.0,10,1,0,82,0
26780,Technoogy,region_2,Bachelor's,f,other,1,24,,1,0,0,82,0
9935,Finance,region_6,Bachelor's,f,other,1,30,3.0,5,0,0,61,0
36410,Opperations,region_15,Bachelor's,m,other,1,43,3.0,12,0,0,56,0
37637,Analytics,region_19,Bachelor's,m,other,1,34,3.0,7,1,0,86,1
19710,Analytics,region_15,Bachelor's,m,sourcing,1,34,3.0,6,0,0,88,0
33428,Sales & Markting,region_1,Bachelor's,m,other,1,35,3.0,6,0,0,47,0
73620,Sales & Markting,region_5,Bachelor's,m,other,1,24,3.0,2,0,0,50,0
39903,Procurement,region_16,Bachelor's,m,sourcing,3,30,3.0,4,0,0,70,0
35758,Sales & Markting,region_2,Bachelor's,f,other,3,60,3.0,15,0,0,52,0
41685,,region_2,,m,sourcing,1,26,2.0,2,0,0,50,0
76778,Procurement,region_14,Bachelor's,m,other,1,32,3.0,10,0,0,74,0
13579,Opperations,region_6,Bachelor's,,other,1,30,,1,0,0,58,0
6200,Procurement,region_2,Bachelor's,f,other,1,50,5.0,6,1,0,71,0
13309,Sales & Markting,region_13,Bachelor's,m,sourcing,1,47,5.0,19,0,0,53,0
48021,Sales & Markting,region_22,Bachelor's,m,referred,1,29,,3,1,0,48,0
58089,Sales & Markting,region_1,Bachelor's,m,sourcing,3,26,4.0,2,0,0,48,0
47043,Procurement,region_2,Master's & above,f,sourcing,1,43,3.0,4,0,0,69,0
75299,Technoogy,region_2,Master's & above,m,sourcing,4,40,3.0,11,1,0,79,0
47858,Technoogy,region_23,Bachelor's,f,sourcing,1,34,1.0,2,1,0,84,0
19901,Sales & Markting,region_2,Bachelor's,m,sourcing,2,43,2.0,4,1,0,91,1
59737,Technoogy,region_2,Master's & above,f,sourcing,1,44,,5,1,0,77,0
43329,Technoogy,region_29,Bachelor's,m,other,2,36,2.0,5,0,0,80,0
39749,Sales & Markting,region_22,Bachelor's,m,other,1,48,5.0,3,1,0,47,0
57514,Sales & Markting,region_13,Bachelor's,f,other,1,29,5.0,6,0,0,47,0
67698,Procurement,region_26,Bachelor's,m,sourcing,3,30,3.0,6,0,0,71,0
15257,HR,region_2,Master's & above,m,sourcing,2,52,5.0,19,0,0,56,0
4245,Analytics,region_22,,m,sourcing,2,28,3.0,4,0,0,86,0
8638,Sales & Markting,region_27,Master's & above,m,other,3,41,1.0,8,0,0,48,0
45542,Sales & Markting,region_21,Bachelor's,m,sourcing,1,26,3.0,4,0,0,53,0
36080,Sales & Markting,region_25,Master's & above,m,other,1,39,3.0,11,0,0,53,0
73661,Technoogy,region_26,Bachelor's,f,other,1,29,1.0,2,0,0,81,0
12016,Technoogy,region_2,Below Secondary,m,referred,1,22,,1,1,0,80,1
6820,Opperations,region_10,Bachelor's,m,other,1,37,4.0,5,0,0,57,0
58299,Procurement,region_13,Bachelor's,m,sourcing,1,31,4.0,6,1,0,70,1
46988,Sales & Markting,region_4,Master's & above,m,other,1,39,4.0,10,0,0,52,0
43114,Sales & Markting,region_11,Bachelor's,m,sourcing,1,39,4.0,5,0,0,52,0
11745,Analytics,region_2,Master's & above,m,sourcing,1,51,5.0,3,0,0,81,0
15748,Analytics,region_8,Bachelor's,m,other,1,28,,1,0,0,89,0
4596,Opperations,region_15,Bachelor's,f,other,1,44,5.0,4,0,0,59,0
29582,,region_22,Bachelor's,m,sourcing,1,25,4.0,3,1,0,60,0
38095,Finance,region_5,Bachelor's,m,other,1,36,4.0,8,1,0,56,0
38613,Sales & Markting,region_1,Master's & above,f,other,1,33,3.0,3,0,0,49,0
67412,Sales & Markting,region_8,Bachelor's,m,other,1,34,5.0,4,0,0,48,0
35112,R&D,region_2,Master's & above,m,sourcing,3,30,5.0,4,1,0,85,0
64440,Sales & Markting,region_2,Bachelor's,f,other,2,33,4.0,9,0,0,53,0
42600,Sales & Markting,region_6,,m,sourcing,1,34,3.0,7,0,0,52,0
47088,Opperations,region_10,Bachelor's,f,other,1,33,3.0,4,0,0,61,0
41898,Finance,region_7,Master's & above,m,sourcing,2,36,3.0,7,0,0,61,0
35337,Sales & Markting,region_28,Master's & above,m,other,1,38,5.0,8,1,0,47,0
42659,Sales & Markting,region_23,Bachelor's,m,other,4,33,3.0,4,1,0,56,0
56637,Technoogy,region_25,Master's & above,m,sourcing,1,34,3.0,3,1,0,82,0
15813,R&D,region_2,Master's & above,m,sourcing,1,41,3.0,9,0,0,88,0
75022,Sales & Markting,region_32,Bachelor's,f,other,1,29,1.0,5,0,0,48,0
26672,Sales & Markting,region_13,Bachelor's,m,other,1,55,,11,0,0,47,0
37766,Sales & Markting,region_23,Bachelor's,m,sourcing,2,34,3.0,8,0,0,50,0
21539,Procurement,region_2,Master's & above,f,sourcing,2,46,4.0,13,0,0,71,0
52254,HR,region_32,Below Secondary,m,sourcing,1,24,,1,0,0,49,0
28608,Technoogy,region_1,Bachelor's,f,other,1,26,3.0,4,1,0,78,0
46306,Opperations,region_11,Bachelor's,m,other,1,35,3.0,7,0,0,59,0
22526,Analytics,region_29,Bachelor's,m,other,1,31,4.0,7,1,0,85,0
51814,Procurement,region_17,Master's & above,f,sourcing,1,54,3.0,7,0,0,65,0
72156,Analytics,region_2,,m,sourcing,1,31,3.0,6,0,0,85,0
26709,Opperations,region_13,Bachelor's,f,other,1,36,3.0,7,0,0,56,0
44447,Sales & Markting,region_25,Master's & above,m,other,1,36,4.0,4,1,0,49,0
62887,Sales & Markting,region_7,,m,sourcing,5,26,3.0,2,0,0,48,0
61740,Sales & Markting,region_9,Bachelor's,m,other,1,25,,1,0,0,49,0
18124,Technoogy,region_26,Bachelor's,f,sourcing,2,26,2.0,4,0,0,82,0
7420,Sales & Markting,region_13,Bachelor's,m,sourcing,1,28,2.0,3,0,0,50,0
71961,Finance,region_7,Master's & above,f,other,1,34,3.0,8,0,0,60,0
1821,Opperations,region_13,Bachelor's,f,other,1,32,3.0,9,0,0,60,0
55073,Procurement,region_17,Bachelor's,m,other,1,33,3.0,2,0,0,74,0
36907,Opperations,region_12,Master's & above,,other,1,37,4.0,3,1,0,60,0
44324,Procurement,region_2,Master's & above,f,other,1,46,,5,1,0,68,1
59856,Procurement,region_2,Master's & above,f,other,1,58,3.0,16,0,0,69,0
10230,Sales & Markting,region_19,Bachelor's,m,sourcing,1,38,2.0,11,0,0,51,0
29186,Sales & Markting,region_13,Bachelor's,f,sourcing,1,26,2.0,3,0,0,47,0
72477,Technoogy,region_2,Bachelor's,,referred,1,36,2.0,7,1,0,82,0
4710,,region_29,Master's & above,m,sourcing,1,44,4.0,9,0,0,52,0
59240,Technoogy,region_21,Bachelor's,m,other,1,53,3.0,7,0,0,84,0
23073,Sales & Markting,region_15,,m,sourcing,3,31,3.0,5,0,0,53,0
33078,HR,region_7,Bachelor's,m,other,1,35,3.0,5,0,0,49,0
65773,Opperations,region_7,Bachelor's,m,other,1,31,5.0,3,0,0,60,0
2648,Procurement,region_22,Bachelor's,m,sourcing,1,26,3.0,4,0,0,71,0
57588,Sales & Markting,region_7,Bachelor's,m,other,1,28,3.0,3,0,1,91,1
67726,Opperations,region_6,Bachelor's,m,sourcing,1,30,3.0,6,0,0,58,0
22598,Procurement,region_22,,m,other,1,31,3.0,7,0,0,66,0
30252,Procurement,region_2,Bachelor's,m,sourcing,1,28,,1,0,0,69,0
25212,R&D,region_2,Bachelor's,m,sourcing,1,39,3.0,12,1,0,83,0
35439,Opperations,region_22,Bachelor's,m,sourcing,2,32,,5,0,0,60,0
35374,Sales & Markting,region_20,Bachelor's,m,other,3,30,1.0,2,0,0,46,0
23723,Procurement,region_6,Bachelor's,m,sourcing,1,24,,1,0,0,73,0
21836,Sales & Markting,region_4,Bachelor's,m,sourcing,1,37,1.0,8,0,0,50,0
65190,Sales & Markting,region_7,Master's & above,m,sourcing,1,41,1.0,3,0,0,50,0
24685,Analytics,region_32,,m,other,2,28,2.0,4,0,0,85,0
1548,Opperations,region_2,Master's & above,f,sourcing,1,54,3.0,15,0,0,60,0
29450,,region_22,Master's & above,m,other,1,38,4.0,8,1,0,48,0
38899,Procurement,region_26,Bachelor's,f,other,1,41,4.0,6,0,0,68,0
16905,Procurement,region_28,Bachelor's,f,sourcing,1,32,3.0,6,0,0,71,0
37439,Sales & Markting,region_13,Bachelor's,m,sourcing,2,33,2.0,10,0,0,51,0
5141,Sales & Markting,region_1,Bachelor's,m,other,2,27,1.0,2,1,0,49,0
6206,Technoogy,region_7,Bachelor's,m,other,1,28,4.0,5,0,0,86,0
73645,Sales & Markting,region_34,Bachelor's,m,other,1,28,4.0,4,1,1,97,1
55846,Sales & Markting,region_22,Master's & above,m,sourcing,1,40,3.0,9,1,0,51,0
4913,Sales & Markting,region_26,Bachelor's,m,sourcing,1,45,5.0,16,0,0,52,0
48087,Opperations,region_4,Bachelor's,f,other,1,32,5.0,5,1,0,64,0
5702,Legal,region_13,Bachelor's,f,sourcing,1,31,3.0,4,0,0,54,0
8696,Sales & Markting,region_9,Bachelor's,,sourcing,1,30,3.0,4,1,1,48,0
63656,Analytics,region_25,Bachelor's,m,sourcing,2,27,,1,0,0,88,1
44619,Sales & Markting,region_22,,m,sourcing,1,30,,5,0,0,47,0
27169,Opperations,region_7,Master's & above,m,sourcing,1,37,5.0,3,1,0,54,0
21306,Sales & Markting,region_31,Bachelor's,m,other,1,34,4.0,7,0,0,49,0
34726,Technoogy,region_29,Master's & above,m,sourcing,2,33,4.0,2,1,0,78,0
41879,Sales & Markting,region_26,Bachelor's,m,sourcing,2,28,,1,0,0,48,0
36859,Technoogy,region_15,Bachelor's,m,other,1,29,4.0,4,0,0,83,0
21098,Technoogy,region_2,Bachelor's,f,referred,1,32,3.0,6,0,0,79,0
27067,Procurement,region_2,,f,other,1,53,2.0,12,1,0,70,1
14968,Sales & Markting,region_27,Bachelor's,m,other,1,30,3.0,5,0,0,53,0
55197,Finance,region_2,Bachelor's,m,other,2,38,3.0,9,0,0,57,0
3110,Sales & Markting,region_28,Bachelor's,f,other,1,31,4.0,3,1,0,49,0
60690,Opperations,region_2,Master's & above,,other,1,47,3.0,7,0,0,64,0
41085,Analytics,region_29,Bachelor's,m,sourcing,1,30,5.0,4,0,0,83,1
26559,,region_2,Below Secondary,f,sourcing,1,24,3.0,2,0,0,61,0
28045,Opperations,region_22,Bachelor's,m,other,1,38,4.0,5,0,0,56,0
67874,Opperations,region_28,Master's & above,m,other,2,33,3.0,5,0,0,63,0
6900,Technoogy,region_22,Bachelor's,m,referred,1,31,3.0,4,1,0,83,0
4211,Opperations,region_15,,m,other,2,33,3.0,6,0,0,60,0
19505,,region_7,Bachelor's,m,other,1,29,1.0,5,0,0,82,0
70455,Sales & Markting,region_23,Master's & above,m,sourcing,1,31,5.0,9,0,0,50,0
25931,Procurement,region_23,Master's & above,f,other,1,36,3.0,8,1,0,67,1
38786,Sales & Markting,region_31,Master's & above,m,other,2,37,3.0,4,1,0,50,0
49149,HR,region_22,Bachelor's,m,other,1,30,3.0,5,0,0,49,0
62241,Sales & Markting,region_7,Bachelor's,m,other,2,33,3.0,5,0,0,48,0
41514,Opperations,region_22,Below Secondary,m,sourcing,2,24,,1,0,0,59,0
24155,Procurement,region_15,Bachelor's,f,sourcing,1,43,5.0,17,0,0,65,0
39837,Sales & Markting,region_28,Master's & above,m,other,1,30,1.0,2,0,0,49,0
17813,Opperations,region_4,Master's & above,f,sourcing,2,43,5.0,13,0,0,62,0
71075,Technoogy,region_7,Bachelor's,f,other,2,25,4.0,4,0,0,82,0
58092,Procurement,region_6,Bachelor's,f,sourcing,1,29,3.0,2,0,0,69,0
29661,Analytics,region_2,Bachelor's,m,other,1,33,5.0,6,1,0,80,0
42116,Sales & Markting,region_28,Bachelor's,m,other,1,37,1.0,7,0,0,45,0
68622,Analytics,region_15,,,sourcing,2,34,4.0,7,0,0,84,0
10385,Technoogy,region_7,Master's & above,f,sourcing,1,39,1.0,4,0,0,87,0
17407,Opperations,region_15,Bachelor's,m,sourcing,1,42,4.0,6,0,0,59,0
14598,Finance,region_2,Bachelor's,,sourcing,2,25,3.0,3,0,0,56,0
8337,Analytics,region_34,Bachelor's,m,sourcing,2,29,3.0,3,0,0,85,0
9356,Opperations,region_8,Bachelor's,m,other,1,28,,1,0,0,54,0
32901,Analytics,region_20,Master's & above,m,other,1,33,,3,0,0,81,0
16705,Technoogy,region_22,Bachelor's,m,sourcing,3,27,,1,0,0,80,0
38921,Opperations,region_7,Bachelor's,f,other,1,29,3.0,4,0,0,61,0
47802,Technoogy,region_7,Master's & above,m,other,1,44,3.0,4,0,0,74,0
48171,Opperations,region_15,Bachelor's,m,other,1,51,3.0,3,0,0,59,0
31522,Analytics,region_13,Master's & above,m,sourcing,1,40,4.0,4,1,0,88,0
46116,Opperations,region_2,Master's & above,f,sourcing,1,50,,16,0,0,58,0
67554,Sales & Markting,region_14,Master's & above,m,other,1,36,4.0,7,0,0,51,0
72769,Sales & Markting,region_2,Master's & above,m,sourcing,1,50,5.0,7,1,0,49,0
35172,Sales & Markting,region_2,Bachelor's,m,other,1,58,3.0,16,0,0,49,0
42010,Sales & Markting,region_22,Bachelor's,m,other,2,30,4.0,3,0,0,52,0
33930,Legal,region_22,Below Secondary,,sourcing,2,26,3.0,2,0,0,56,0
64278,Opperations,region_34,Bachelor's,,other,1,40,1.0,8,0,0,61,0
50621,Procurement,region_6,Bachelor's,m,sourcing,1,26,,1,0,0,71,0
37605,Procurement,region_13,Master's & above,m,other,2,46,4.0,6,0,0,75,0
